,text,place,uri,collector,area,lat,lon,english
114765,Στραβά να καθίσωμε και ίσια να μιλήσωμε,Μακεδονία,http://hdl.handle.net/20.500.11853/289469,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,Let us sit crooked and talk straight.
19813,Κουφόν καμπάνα κι' αν χτυπάς τυφλόν κι' αν θυμιατίζης και μεθυσμένον κι' αν κερνάς ούλα χαμένα τα χεις,"Μακεδονία, Σισάνι, Λιμπόχοβο",http://hdl.handle.net/20.500.11853/273874,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,"A deaf bell, a blind incense burner, and a drunkard, no matter how much you feed him, everything is lost."
68633,Άλλους βαστάει τγ καλάθα κι' άλλους τρώει τα σιμίτια,"Μακεδονία, Γρεβενά, Μαγέρη",http://hdl.handle.net/20.500.11853/152219,"Λουκόπουλος, Δημήτριος",Μακεδονία,40.686024,23.6934342,Some are carried by the basket and others eat the figs.
9243,Τα βάφη 'που καμνιά φορά,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/142096,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,The wool is dyed as it is carded
9078,"Ο ζουρλός δεν έχει κέρατα για να γνωρίζεται, γνωρίζεται από τα φερσίματά τ'","Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/284324,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,A stupid person can't be known by his horns but by his actions
113912,Από τη μυίγα βγάζει ξύγγι,Μακεδονία,http://hdl.handle.net/20.500.11853/284055,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,A good tree bears good fruit
114910,"Του ράφτη τα παιδιά περπατουν ξηλωμένα, και του μυλωνα πεθαίνουν από τη δίψα",Μακεδονία,http://hdl.handle.net/20.500.11853/262230,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,The tailor's children go without clothes and the miller's children die of hunger.
19776,Θέλει κι ο μυξάρης να γελάση το σαλιάρη,"Μακεδονία, Σισάνι, Λιμπόχοβο",http://hdl.handle.net/20.500.11853/284349,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,Even the frog likes to laugh at the toad
114703,"Πρώϊμα, βλάχε μ', τ' άλογο",Μακεδονία,http://hdl.handle.net/20.500.11853/262357,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"Early in the morning, oh stupid, the horse."
44246,Τί λες; Βρήκ' η νύφη του υνί πίσου που την πόρτα;,"Μακεδονία, Ρουμλούκι",http://hdl.handle.net/20.500.11853/185005,"Κολλυβά – Χατζημιχάλη, Αγγελική",Μακεδονία,40.686024,23.6934342,What did you say? Did the bride find the key to the door?
8935,Είναι στο ζιγκί,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/171827,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,It's in the bag
61987,"Στιάρ, βρίζα, τέσσιρα κι μισό","Μακεδονία, Σιάτιστα",http://hdl.handle.net/20.500.11853/262538,"Λαζάρου, Αν.",Μακεδονία,40.686024,23.6934342,A bit of everything and a half of nothing
19742,"Βρώμα ψάρια, καλά παζάρια","Μακεδονία, Σισάνι, Λιμπόχοβο",http://hdl.handle.net/20.500.11853/290789,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,"Rotten fish, good bargain"
19757,"Εκεί πέρα που πατείς, εκεί και μεγαλώνεις","Μακεδονία, Γρεβενά, Ανασελίτσα",http://hdl.handle.net/20.500.11853/262488,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,"Where you set foot, that is where you grow"
19933,Τί τόν λείπ' τόν κασσιδιάρη σκούφια μι μαργαριτάρι,"Μακεδονία, Γρεβενά, Ανασελίτσα",http://hdl.handle.net/20.500.11853/276834,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,"What the cobbler lacks is a shoe, and the shoemaker's wife is without a pearl."
114169,Θα πηδήσω μπάρμπα – Να σε δω παιδί μου,Μακεδονία,http://hdl.handle.net/20.500.11853/158795,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"You will jump grandpa – Let me see you, my child"
9052,Μονό δεν το φτάνουμε κι διπλό τ' αρτιρίζουμε,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/165313,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,We can't even make a single and we're boasting about a double.
114743,Σιδηρωμένα μούτρα,Μακεδονία,http://hdl.handle.net/20.500.11853/281999,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,Iron jaws
61885,Κουλουβός πέτνους μια ζονή πλλι είνι,"Μακεδονία, Σιάτιστα",http://hdl.handle.net/20.500.11853/209115,"Λαζάρου, Αν.",Μακεδονία,40.686024,23.6934342,A bald head is soon shaven.
9169,"Παγαίντς, ορέ Αρβανίτη, στο διάβολο; Πόσο μισθό δίνει;","Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/142087,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,"What are you going, Arvanitis, to the devil? How much salary does he give?"
96664,"Κινούργιο κόσκινου, που να σι κριμάσου; κι παλιό, που να σι πιτάξου;","Μακεδονία, Ρουμλούκι",http://hdl.handle.net/20.500.11853/231766,"Παπαθανασίου, Θεόδωρος",Μακεδονία,40.686024,23.6934342,"A new sieve, where will you sift with it? and an old one, where will you hold it?"
19912,Σ του κωφού την πόρτα όσο θέλεις κτύπα,"Μακεδονία, Γρεβενά, Ανασελίτσα",http://hdl.handle.net/20.500.11853/273867,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,You can knock on a deaf man’s door forever
104038,"Όλα τά χ' η Ζαφειρίτσα, κόμα φερετζές τήν έλπι",Μακεδονία,http://hdl.handle.net/20.500.11853/276668,"Πρώιος, Ιωάννης",Μακεδονία,40.686024,23.6934342,"Everything Zafiritza has, but still hopes for a dress."
71787,Ψώραβ' γίδα τν ουρά τουν ανήφουρου,"Μακεδονία, Γρεβενά, Δόβρανη",http://hdl.handle.net/20.500.11853/172360,"Λουκόπουλος, Δημήτριος",Μακεδονία,40.686024,23.6934342,A flea bit the goat on the tail of the camel
113909,"Από κει απού βγαίν' ο λόγος, βγαίνει κ' η ψυχή",Μακεδονία,http://hdl.handle.net/20.500.11853/204931,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"Out of the same place words come out, the soul comes out"
114636,Πεντάρα δεν δίδει,Μακεδονία,http://hdl.handle.net/20.500.11853/171822,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,Five doesn’t give
19884,Ουδισάμε,"Μακεδονία, Σισάνι, Λιμπόχοβο",http://hdl.handle.net/20.500.11853/289534,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,We haven't eaten yet.
113878,Αλλοί στον νέον που γέρνεται στον γέρον που κοιμάται,Μακεδονία,http://hdl.handle.net/20.500.11853/171773,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,One should pity the young man who bends and the old man who sleeps.
9162,Πάντα αυτός έχει το ζνόρ' απολμένο (για καβγά),"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/172104,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,He always has the last word
9284,Τόρριξε στις γυναίκες,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/171859,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,He gave in to the women
114240,Καλόγηρος βαρβάτος πηδάει σα μαύρος γάτος,Μακεδονία,http://hdl.handle.net/20.500.11853/206081,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,A shaven monk jumps like a black cat
19916,Σίντας άρχιζες να με ορμηνεύης σαράντα κόνεψαν,"Μακεδονία, Σισάνι, Λιμπόχοβο",http://hdl.handle.net/20.500.11853/206432,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,You started to understand me when forty years passed.
114896,Του έδωκον τα παπουτσια στο χέρι,Μακεδονία,http://hdl.handle.net/20.500.11853/262352,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,He gave him his marching orders
19892,Πε του γιά κρυφό σα θέλτς να το μάθν ολ' αγλήγουρα,"Μακεδονία, Σισάνι, Λούντζι",http://hdl.handle.net/20.500.11853/273869,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,Tell it to a deaf man if you want all the world to hear it.
103986,Εκεί που δίν' ου Θιός τ' αλεύρ' παίρν' ου διάβουλους του σακκί κ' εκεί που δίνει ο Θιός το σακκί παίρν' ου διάβουλος τ' αλεύρ,Μακεδονία,http://hdl.handle.net/20.500.11853/165057,"Πρώιος, Ιωάννης",Μακεδονία,40.686024,23.6934342,"Where God gives the flour, the devil takes the sack, and where God gives the sack, the devil takes the flour."
72383,Ο άη Γιώργη ο βούργαρος και σκορποφαμελίτης,Μακεδονία,http://hdl.handle.net/20.500.11853/197830,"Μάνεσης, Σταύρος",Μακεδονία,40.686024,23.6934342,Saint George the Burgaros and scatterer of the meliteians
96712,Ξύν΄ κ΄λιες κι΄ φκιάν΄ μαχραμάδις,"Μακεδονία, Ρουμλούκι",http://hdl.handle.net/20.500.11853/231805,"Παπαθανασίου, Θεόδωρος",Μακεδονία,40.686024,23.6934342,Scratch the ass and you'll find the flea.
114628,Πέρασεν ο καιρός πόδεναν τα σκυλιά με τα λουκάνικα,Μακεδονία,http://hdl.handle.net/20.500.11853/267293,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,Time has passed and dogs are walking on sausages
19746,Γλυκάθηκεν η γριά 'ς τα σύκα,"Μακεδονία, Σισάνι, Λιμπόχοβο",http://hdl.handle.net/20.500.11853/172394,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,The old woman has grown sweet on figs
61943,Π' αμπρουστά κυρά Μαρούδα κι απ' ουπίσ' κουσκινόκουλ',"Μακεδονία, Σιάτιστα",http://hdl.handle.net/20.500.11853/177340,"Λαζάρου, Αν.",Μακεδονία,40.686024,23.6934342,"More haste, less speed"
114599,"Πάρε με. Όταν μ' ευρής, να μ' έχης όταν με ζητής",Μακεδονία,http://hdl.handle.net/20.500.11853/158730,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"Take me. When you find me, have me when you ask for me"
114592,Π' αγάλια γάλια φύτευεν ο φρόνιμος τ' αμπέλι. Π' αγάλια γάλια γένεται η αγουρίδα μέλι,Μακεδονία,http://hdl.handle.net/20.500.11853/158711,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"With gentle touch the wise man plants the vine, with gentle touch the grape becomes honey."
114540,"Όπως λες εσά, γυναίκα, όπως λέγω 'γω, νάλεγε και ο κατής, δικό μας θάταν το χωράφι",Μακεδονία,http://hdl.handle.net/20.500.11853/204937,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"If you say so, woman, if I say so, the judge would say so, the field would be ours"
8869,Δε με σκάζ' τ' αρχείδια,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/262478,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,Don't burst my bubbles.
42306,"Τι να σου κάμ ου ταμπουράς, όταν λείπη ου μπερντές","Μακεδονία, Ελευθεροχώρι",http://hdl.handle.net/20.500.11853/228006,"Καψάλης, Γεράσιμος",Μακεδονία,40.686024,23.6934342,What can the tambourine do without the berde.
114492,Όλο τον κόσμο ρώτα κ' από τον νου σου μη βγαίνεις,Μακεδονία,http://hdl.handle.net/20.500.11853/262322,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,Ask the whole world but don’t leave your mind.
19828,Μη με λες σαλιάρν για να μη σε πω μυξάρν,"Μακεδονία, Σισάνι, Λούντζι",http://hdl.handle.net/20.500.11853/275699,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,Don't call me dirty so I don't call you snot-nosed.
114262,Κόφτει την κρίσιν με τον μπαλτάν,Μακεδονία,http://hdl.handle.net/20.500.11853/273666,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,Cut the crisis with the axe
96730,Ου λύκους αντάρα κυνηγάει,"Μακεδονία, Ρουμλούκι",http://hdl.handle.net/20.500.11853/231781,"Παπαθανασίου, Θεόδωρος",Μακεδονία,40.686024,23.6934342,The dog doesn't chase the wolf's tail.
9015,Λύκος γίνκιν να μας φάη,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/277289,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,"Wolf, let him come and eat us"
8904,Έχει νοικιασμένο τ' απάνω πάτωμα,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/286361,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,The upstairs room is rented.
114590,Ούτος θα τους βάλη γιαλιά,"Μακεδονία, Καταφύγι",http://hdl.handle.net/20.500.11853/172586,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,This one will give them hell.
61957,Που θα πέσ΄ του μήλου; Απουκάτ' π' τη μλεά,"Μακεδονία, Σιάτιστα",http://hdl.handle.net/20.500.11853/262520,"Λαζάρου, Αν.",Μακεδονία,40.686024,23.6934342,Where will the apple fall?  Beside its tree.
114832,Το μεγάλο το καράβι μεγάλα κίνδυνα,Μακεδονία,http://hdl.handle.net/20.500.11853/280027,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,Big ships face big dangers.
9018,"Μ' όποιον παγαίντς, τέτοιος θα γέντς","Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/206139,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,You become like the company you keep.
19877,Όσο να συλλογιστή ο γνωστικός ο χαζός πέρασε το ποτάμι,"Μακεδονία, Σισάνι, Λιμπόχοβο",http://hdl.handle.net/20.500.11853/172399,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,"Before the clever one thinks, the fool has crossed the river"
42295,"Σκυλλί γαυγίζει, καρ'βαν πιρνα","Μακεδονία, Βέροια",http://hdl.handle.net/20.500.11853/244682,"Καψάλης, Γεράσιμος",Μακεδονία,40.686024,23.6934342,Dogs bark but the caravan goes on.
9286,Τόρριξε στο πιοτό,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/171861,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,He has gone to the bottle.
114436,Ο Θεός κι η ψυχή του,Μακεδονία,http://hdl.handle.net/20.500.11853/171758,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,God and his soul
19773,Ημεις ψωμί δεν είχαμε τα σκλιά μας πίτες ίσυρναν,"Μακεδονία, Γρεβενά, Ανασελίτσα",http://hdl.handle.net/20.500.11853/172376,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,"We didn't have bread, our dogs used to bring us pies"
114783,Τα κάπνισεν,Μακεδονία,http://hdl.handle.net/20.500.11853/270041,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,They went up in smoke
114160,"Ή παπάς παπάς ή ζευγάς, ζευγάς","Μακεδονία, Καταφύγι",http://hdl.handle.net/20.500.11853/262511,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"Either be a priest or a yoke, a yoke"
61902,Ν' αφίσουμε το γάμο να πάμε γ'α' πουρνάρια,"Μακεδονία, Σιάτιστα",http://hdl.handle.net/20.500.11853/150857,"Λαζάρου, Αν.",Μακεδονία,40.686024,23.6934342,Let's leave the wedding and go to the brothels
104037,Όλα τα παράξενα και την Τρίτη γάμος,Μακεδονία,http://hdl.handle.net/20.500.11853/157314,"Πρώιος, Ιωάννης",Μακεδονία,40.686024,23.6934342,All the strange things happen on Tuesday and on Wednesday comes the wedding
114227,"Καιρός πανιά, καιρός κουπιά, καιρός για το τιμόνι","Μακεδονία, Καταφύγι",http://hdl.handle.net/20.500.11853/267433,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"Time for sails, time for oars, time for the helm"
8959,Η Μοίρα όντας με μοίριασεν ήταν συννεφιά,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/282009,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,Fate being with me was cloudy.
114563,"Όταν κλέφτουν, μη κλέφτεις, κι όταν τελαλούν κάμε σεργιάνι",Μακεδονία,http://hdl.handle.net/20.500.11853/206087,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"When they steal, do not steal, and when they are in a rage, go for a stroll."
96688,Μι τού ζόρ' παντρειά;,"Μακεδονία, Ρουμλούκι",http://hdl.handle.net/20.500.11853/190988,"Παπαθανασίου, Θεόδωρος",Μακεδονία,40.686024,23.6934342,What is the hurry to get married?
9225,Σαν να τον έχω τς γούνας μ' μανίκ',"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/171833,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,Like I have him by the fur with a sleeve
61950,Πήραν του υούφτου να τουν κάμν βασιλεάν κι αυτός ποιο δέντρον κάμν΄ ια κάρβνα,"Μακεδονία, Σιάτιστα",http://hdl.handle.net/20.500.11853/177307,"Λαζάρου, Αν.",Μακεδονία,40.686024,23.6934342,They wanted to make a king of a fool and he wanted to be a charcoal maker.
61918,"Όποιους έφαγιν του μέλ', έχ' κι τ' μυίγα 'ς του κιφάλ'","Μακεδονία, Σιάτιστα",http://hdl.handle.net/20.500.11853/284872,"Λαζάρου, Αν.",Μακεδονία,40.686024,23.6934342,"Those who ate the honey, also have the stings in their head"
114782,Τα γράμματα είναι δεύτερα μάτια,Μακεδονία,http://hdl.handle.net/20.500.11853/171812,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,Letters are second eyes.
62023,Ψείρα μας 'ς τουν Έλυμπου κ' ημείς 'ς του παναΰρ',"Μακεδονία, Σιάτιστα",http://hdl.handle.net/20.500.11853/262529,"Λαζάρου, Αν.",Μακεδονία,40.686024,23.6934342,A louse in Olympus is a nuisance to the Panayir.
96721,"Όπ' σι πουν πολλά κιράσια, πάρι μ'κρό καλάθ'","Μακεδονία, Ρουμλούκι",http://hdl.handle.net/20.500.11853/231760,"Παπαθανασίου, Θεόδωρος",Μακεδονία,40.686024,23.6934342,Many words don’t fill a small basket
8866,Δε με κόφτ' για τέτοια,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/206285,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,I'm not cut out for that
9002,Κοίταξέ με με το ένα να σε κοιτάξω με τα δυό,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/273300,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,Look at me with one eye and I will look at you with two.
8821,"Απ' τα καλά μαζωμένα, παίρν' ο διάβολος τα μισά κι απ' τα κακά και το νοικοκύρ' αντάμα","Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/165293,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,From the good things the devil takes half and from the bad ones the master takes all
114546,"Όσο να γίν' τ' άρχοντα το κέφι, βγαίνει του φτωχού η ψυχή",Μακεδονία,http://hdl.handle.net/20.500.11853/158752,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"As long as the nobleman is pleased, the poor man's soul is being taken out"
113832,Άδειο σακκί δε στέκεται γεμάτο δε λιγίζει,Μακεδονία,http://hdl.handle.net/20.500.11853/262365,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"An empty sack won't stand, a full one won't tear."
114243,Καλογερικό γινάτι,Μακεδονία,http://hdl.handle.net/20.500.11853/268590,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,Monk's wife
113982,Γιόμωσεν το ποτήρι,Μακεδονία,http://hdl.handle.net/20.500.11853/262257,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,He broke the glass.
114399,"Ξέρ΄ ο θεός ΄ς βρέχει, αλλά ξέρει κι΄ ο Γιάννης και παίρνει την κάππα","Μακεδονία, Καταφύγι",http://hdl.handle.net/20.500.11853/289482,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"God knows it's raining, but John knows it too and takes the cape"
96573,"Άσπρου είν' του χιόν', μα του πατούν τ' αρνίθια, μαύρου του γαρύφαλου, πουλιέτι μι του δράμι","Μακεδονία, Ρουμλούκι",http://hdl.handle.net/20.500.11853/191005,"Παπαθανασίου, Θεόδωρος",Μακεδονία,40.686024,23.6934342,"White as snow, but the sheep trample it; black as the carnation, but a bird has sung to it"
114864,Τον άναψα ένα κερί,Μακεδονία,http://hdl.handle.net/20.500.11853/204940,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,I lit a candle for him.
114118,Εσώθηκαν οι αμαρτίες του,Μακεδονία,http://hdl.handle.net/20.500.11853/158820,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,His sins were forgiven
9171,Παλαιά μπαλώματα χαμένα ράμματα,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/262486,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,"Old darnings, lost threads"
114084,Έχεις οκνόν; Τι τον θέλεις τον προφήτη,Μακεδονία,http://hdl.handle.net/20.500.11853/289481,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,What do you need a prophet for if you have hesitation?
19878,Όταν λέγ' η πεθερά σ' να τσιουλώνς τ' αυτιά σ',"Μακεδονία, Γρεβενά, Ανασελίτσα",http://hdl.handle.net/20.500.11853/262500,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,"When the mother-in-law says, plug your ears."
114909,Του ράφτη τα παιδιά περπατουν αμπάλωτα,Μακεδονία,http://hdl.handle.net/20.500.11853/262299,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,The cobbler's children go barefoot.
8992,Καλόμαθεν η γριά 'ς τα σύκα,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/166089,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,The old woman learned to dance on figs.
113843,Άλλος κούκος λαλεί,Μακεδονία,http://hdl.handle.net/20.500.11853/158773,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,A different rooster is crowing
8961,Η πείνα δεν έχ' μάτια,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/262487,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,Hunger has no eyes.
114717,Σ του βωδιού το κέρατο να κρυφθή πάλιν θα τον εύρω,Μακεδονία,http://hdl.handle.net/20.500.11853/273672,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"Where the ox has horns, I will find it again."
114209,Κάποιον δεν ήθελαν στο χωριό κι αυτός ήθελε του παπά το σπίτι,Μακεδονία,http://hdl.handle.net/20.500.11853/171756,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,Someone was not wanted in the village and he wanted the priest's house.
96700,Να μιλάς μον΄ του Σαββάτου,"Μακεδονία, Ρουμλούκι",http://hdl.handle.net/20.500.11853/231804,"Παπαθανασίου, Θεόδωρος",Μακεδονία,40.686024,23.6934342,Only talk on Saturdays
96641,"Θκό τ' ψουμί, κι ξένου γκαϊλέ τραβάει","Μακεδονία, Ρουμλούκι",http://hdl.handle.net/20.500.11853/210684,"Παπαθανασίου, Θεόδωρος",Μακεδονία,40.686024,23.6934342,"He eats his own bread, but he pulls the stranger's donkey."
61924,"Όσον σιδιρώνιτι του βαέν', τόσον ιρότιρον ένιτι","Μακεδονία, Σιάτιστα",http://hdl.handle.net/20.500.11853/150869,"Λαζάρου, Αν.",Μακεδονία,40.686024,23.6934342,"As much as the king's palace is, so much is the king's anger."
42211,Μαύρου σκ'λί σι δάγκασι άσπρου στου κιφάλι,Μακεδονία,http://hdl.handle.net/20.500.11853/209379,"Καψάλης, Γεράσιμος",Μακεδονία,40.686024,23.6934342,Even a black dog bites the white dog on the head.
42277,"Πιάσ' τουν λαγό, πάρ' τα τσαρούχια","Μακεδονία, Νάουσα",http://hdl.handle.net/20.500.11853/209390,"Καψάλης, Γεράσιμος",Μακεδονία,40.686024,23.6934342,"Catch the rabbit, take its shoes"
104007,Κάποιον δεν τον θάλανε μέσα στο χωριό κι αυτός ξαναρωτούσε που 'ναι τ' παπά τ' σπίτ';,Μακεδονία,http://hdl.handle.net/20.500.11853/165071,"Πρώιος, Ιωάννης",Μακεδονία,40.686024,23.6934342,Someone wasn’t accepted in the village and he still asked where the priest’s house is
114349,"Μήλο νάρριχνες, δεν έπεφτε κάτω",Μακεδονία,http://hdl.handle.net/20.500.11853/282002,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"An apple would fall, but it wouldn't fall to the ground"
114092,Εβραιόπουλο γεννειέται,Μακεδονία,http://hdl.handle.net/20.500.11853/171729,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,"A Jew is born, not made"
61940,Ου κώλους σ' ιά άβραστον γάλα,"Μακεδονία, Σιάτιστα",http://hdl.handle.net/20.500.11853/274214,"Λαζάρου, Αν.",Μακεδονία,40.686024,23.6934342,Don't put a donkey in a field of unripe grain
114895,Του έδωκα ένα αμπέλι και δέ μού δίδ' ένα σταφύλι,Μακεδονία,http://hdl.handle.net/20.500.11853/169607,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,I gave him a vineyard and he gave me not a grape
19930,Τι γυρεύ η αλεπού ς το παζάρι;,"Μακεδονία, Γρεβενά, Ανασελίτσα",http://hdl.handle.net/20.500.11853/143323,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,What does the fox look for in the bazaar?
19873,"Όπου ακούς πουλλά κιράσια, πάρε μικρό καλάθι","Μακεδονία, Σισάνι, Λούντζι",http://hdl.handle.net/20.500.11853/143320,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,"Where you hear many crickets, take a small basket"
9072,Ο άνθρωπος σαν τον πάρ' η πείνα που τα μάτια δεν γλέπ τι φκειάν,"Μακεδονία, Βογατσικό",http://hdl.handle.net/20.500.11853/262392,"Γρέζος, Τριαντάφυλλος",Μακεδονία,40.686024,23.6934342,"Man is like the one seized by hunger, his eyes do not see what he eats"
61830,"Άλλους τόψινιν, άλλους του παράστικιν κι άλλους τόφαγιν","Μακεδονία, Σιάτιστα",http://hdl.handle.net/20.500.11853/150868,"Λαζάρου, Αν.",Μακεδονία,40.686024,23.6934342,"Some for the master, some for the apprentice, and some for the dog."
113985,Γλυκάθηκε η γριά στα σύκα,Μακεδονία,http://hdl.handle.net/20.500.11853/171804,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,The old woman was delighted with the figs
113928,Ας με πουν Κυρά Μπεΐνα κ' ας πεθάνω 'πο την πείνα,Μακεδονία,http://hdl.handle.net/20.500.11853/275455,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,They can call me Lady Beyina and I can die of hunger.
113942,Βάλε βράσε,Μακεδονία,http://hdl.handle.net/20.500.11853/158781,"Τσικόπουλος, Ι.",Μακεδονία,40.686024,23.6934342,Throw it in the pot and let it boil.
19823,Μαθημένα είναι τα βουνα πο χιόνια,"Μακεδονία, Σισάνι, Λιμπόχοβο",http://hdl.handle.net/20.500.11853/262595,"Ιωαννίδης, Αθ.",Μακεδονία,40.686024,23.6934342,Old habits die hard
