,text,place,uri,collector,area,lat,lon,adimakis
15967,Μαζώνει απογραφές,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/277238,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Μαζώνει απογραφές
16577,"Όσοι κακόμοιρ' έχει, έχει και τόσες κακομοίρες","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229435,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Όσοι κακόμοιρ' έχει, έχει και τόσες κακόμοιρες"
17284,Το σκεπασμένο τσουκάλι είναι πιο σίγουρ' από το ξίσκεπο,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/245302,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Το κρυφτό σκουάλι είναι πιο σίγουρο από το ξεπλένιο
15382,Ευκή ονιού αόραζε και μη βουδί αλοάρι,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188237,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Ευχή ονείρου άραζε και μη βούδι αλαλάρι
108003,Άλλος ήλεε το μακρύ του κι άλλος το κοντό του,"Νάξος, Γλινάδος",http://hdl.handle.net/20.500.11853/157957,"Σιγάλας, Α.",Νάξος,37.06001045,25.47075670857837," Here is the translation:

Άλλος ήλεε το μακρύ του κι άλλος το κοντό του becomes Άλλος ήλεε το μακρύ του κι άλλος το κοντό του"
41246,Ευχή γονιού σου άπαρε και στο βουνό ανέβα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/164866,"Καραπάτη, Ειρήνη",Νάξος,37.06001045,25.47075670857837, Ευχή γονιού σου άπαρσε και στο βουνό ανέβη.
16399,Όλα σου τα δαχτύλια 'ναι ίσα;,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188959,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Όλα σου τα δάχτυλα είναι ίσα;
15165,Δεν έφααν οι σκύλλοι τσοι μέρες,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/164530,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Δεν έφταν οι σκύλοι εκείνες μέρες
15481,Η καλοερική είναι βαρειά,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229462,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Η καλοειρή είναι βαριά
17444,Ω Θεέ τζη Κρήτης πο' διάης κι' εκρύφτης;,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188390,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Ω Θεέ της Κρήτης που διαλύεις και εκρύφεις;
41254,Θεέ μη στέλνης στο παιδί κ' βάζ' ο νους της μάνας,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/202309,"Καραπάτη, Ειρήνη",Νάξος,37.06001045,25.47075670857837," Θεέ, μη στέλνεις στο παιδί και βάζει ο νους της μάνας."
15800,Και το ζόρι ο Θεός τόπεζε,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/164060,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Και το ζόρι ο Θεός τοποθέτησε
17123,Τέθοι αθρώποι πλέρωνέ τσοι καί νά σού λείπουνε,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/276647,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Τέθοι άνθρωποι πλέρώναι τσοι και να σού λείπουνε
16789,"Που 'εννήθη στη φυλακή, τση φυλακής θυμάται","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/163848,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Που εννήθη στη φυλακή, της φυλακής θυμάται"
18909,Ανάλατη την έχουνε,"Νάξος, Φιλώτι",http://hdl.handle.net/20.500.11853/143275,"Ήμελλος, Στέφανος Δ.",Νάξος,37.06001045,25.47075670857837, Ανάλαβαν τη έχουνε
15257,Έτσι τάφερ' η κατάρα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/209911,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Έτσι τάφερε η κατάρα
15154,Δε φεύγει απού μέσ' στα μάθια μου,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/279288,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Δε φεύγει από μέσα στα μάτια μου
16221,Ο Θεός να σε φυλά' α' τάδικο ή φυλάη απού τ' άδικο,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188501,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Ο Θεός να σε φυλάξει από το άδικο.
92067,Ένας αξίζει εκατό κι οι εκατό δέν αξίζουν ένα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/178706,"Οικονομίδης, Δημήτριος",Νάξος,37.06001045,25.47075670857837, Ένας αξίζει εκατό και οι εκατό δεν αξίζουν ένα
17360,Τσ' ελιάς τό φύλλο 'ναι,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188180,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Τσ' ελιάς το φύλλο είναι
15434,Η αγάπη ' ναι μισάρικη,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/142938,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Η αγάπη είναι μισαρική
17098,"Τα μικρά δεν ήθελες τα μεγάλα ΄ύρευγες, τράβα, ΄έρο διάολε","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188944,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Τα μικρά δεν ήθελες τα μεγάλα όπλα, τραβή, έρειο διαόλε."
108075,Παίρνω πρέφα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/263517,"Σιγάλας, Α.",Νάξος,37.06001045,25.47075670857837, Παίρνω πρόφα
14987,Από 'κει που θα σαρτάρη η ζούλα θα σαρτάρη και το ριφάκι,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/209928,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Από εκεί που θα σαρτάρει η ζούλα θα σαρτάρει και το ριφάκι
14786,Άλλα λόια ναγαπιόμεστα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/210032,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Άλλα λόγια να γαπιόμαστε
15075,Βάρτε το Θεό στη μέση,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/164529,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Βάλτε τον Θεό στη μέση
15321,"Εκάην εδά το πάπλωμα, μα κι΄οι ψύλλοι, οι διαόλοι τσ' επήρανε","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229415,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Εκάνη εδά το πάπλωμα, μα κι οι ψύλλοι, οι διαόλοι τους επήρανε"
16806,"Που δε ξοδιάση, δε σοδειάζει","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/288806,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Που δε ξοδιάση, δε σοδειάζει becomes Που δε ξοδιάση, δε σοδειάζει."
15478,Η καλή μέρα φαίνετ' απού ταχυτέρου,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188335,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Η καλή μέρα φαίνεται από το ταχύτερο
16297,Ο Μάρτης φλέες ανοίει κι' Απρίλης τσι ξανοίει,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229835,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Ο Μάρτης φλέει ανοίγει και Απρίλης ξανανοίγει
17406,Φασούλι το φασούλι 'εμίζει το σακκούλι,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188811,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Φασούλι το φασούλι έμειζε το σακούλι
1815,Δεν έχει ως μύτης βελόνας πράμα,Νάξος,http://hdl.handle.net/20.500.11853/194866,"Ανδριώτης, Νικόλαος Π.",Νάξος,37.06001045,25.47075670857837, Δεν έχει ως μύτη βελόνα πράμα
45671,"Α μάθ' ο γέρος γάδαρος πορπατηξιά, θα μάθω κι εγώ γράμματα","Νάξος, Γαλανάδες",http://hdl.handle.net/20.500.11853/263697,"Κορακίτης, Δ.",Νάξος,37.06001045,25.47075670857837," Α μάθ' ο γέρος γάδαρους πορπατήξια, θα μάθω και εγώ γράμματα"
15828,Καλού καιρού ξύλο,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/288765,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Καλό καιρό ξύλο
41230,Άμα ξαναγίνω νύμφη ξέρω να καμαρώνω,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/287570,"Καραπάτη, Ειρήνη",Νάξος,37.06001045,25.47075670857837, Άμα ξαναγίνω νύμφη ξέρω να καμαρώνω becomes Άμα ξαναγίνομαι νύμφη ξέρω να καμαρώνω
15025,Απουπόξω μπέλα μπέλα κι' απού μέσα κατσιβέλα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/164055,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Απωθώ μπέλα μπέλα και απού μέσα κατσιβέλα
15094,Βήει ο κλέφτης τσι φωνές να φυ' ο νοικοκιούρης,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/209981,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Βήει ο κλέφτης τις φωνές να φύει ο νοικοκυριούρης
15149,Δε νοάς και συ καμένε να μοιράσης δυό αδάρ' άχερα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/281249,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Δε νοάς και συ καμένε να μοιράσεις δυό αδέρφια άχερά
16022,"Μήτ' εσύ, παπά, στα Φώτα, μήτ' εω στον αγιασμό","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229899,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Μη εσύ, παπά, στα Φώτα, μη εσύ στον αγιασμό"
14814,"Άμα δε μάθης μικρός, μεγάλος δε μαθαίνεις","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229907,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Άμα δεν μάθης μικρός, μεγάλος δε μαθαίνεις"
92385,Το μήλο θα πέση κάτ' α' τη μηλιά,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/263646,"Οικονομίδης, Δημήτριος",Νάξος,37.06001045,25.47075670857837, Το μελί θα πέσει κάτω από τη μηλιά
16086,Να 'δα ο καλαθοβεργοδότης,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229440,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Να δα ο καλαθοβεργοδότης
15710,Κάθε μπόδιο ιά καλό,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/164039,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Κάθε μποδί έχει καλό.
17370,Τση νύχτας τα καμώματα τα θωρεί (ή τα βλέπ') η μέρα και 'ελά,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/230039,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Της νύχτας τα καμώματα τα βλέπει (ή τα θωρεί) η μέρα και έλαβε.
16671,Παρασκεβγοπλυμένη μου και σαββατοστεγνώστρα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/263527,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Παρασκευής μου και σαββατοκυριαζούστρα
15071,Βάλε και το χέρι σου στην γκαρδιά σου,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/269640,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Βάλε και το χέρι σου στη καρδιά σου
16761,Ποιός είδεν ένα να κρίνη δυό;,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/273214,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Ποιος έβλεπε ένα να κρίνει δυό;
14842,Άνθρωπος από ενιά και σκύλλος από μάντρα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/142970,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Άνθρωπος από ένα και σκύλος από μάνα
16748,"Πότε πίττα με λαρδί, πότε πίττα μοναχή, πίτε και μητε καθόλου","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/245468,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Πότε πίτα με λαρδί, πότε πίτα μοναχή, πίε και μην έχει καθόλου"
15412,Εώ τόκαψα το πηάδι,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229417,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Εώ τό καψα το πιάτο
15655,"Θές δε θές, γάδαρε, πιέ νερό","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188351,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Θέλεις δε θέλεις, γάδαρε, πιέ νερό"
16243,Ο κακός κακά φρονεί,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229446,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Ο κακός κακά φρονεί
14939,"Αν είχεν η λαλά μου νιτερέσα, ΄θελε να τηνε λέω πάπο","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188244,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Αν είχα η λαλά μου νιτερέσα, θέλει να την ελέω πάπο."
15317,Είχα το παιδί κι' είχα τη χαρά κι' ήψηνα (ή ήβραζα) τ' αβγό κι' ήτρωα το 'ω,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/245307,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Είχα το παιδί και είχα τη χαρά και ήψηνα (ή ήβραζα) το αβγό και ήτρωα το ω.
15406,"Εώ σου λέω να κάμης χίλια πρόβατα (ή: ζα), εσύ δεν θες; ... νοργιά (ή: τρίχα) (ή: τρίχα να μην απολάψης)","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229736,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Εώ σου λέω να κάμεις χίλια προσπάθειες (ή: ζήτα), εσύ δεν θες; ... νορβιά (ή: τρίχα) (ή: τρίχα να μην αποτυχάς)"
16433,Όντεν έχης πέντε κράθιε κι' όντεν έχης δυό ξαπόλα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/164352,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Όταν έχεις πέντε κραθιά και όταν έχεις δυό ξαπολά
108088,Το λύσαι και το δέσαι ήτανε ετότες οι Χιώτες 'ς τη Σύρα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/160688,"Σιγάλας, Α.",Νάξος,37.06001045,25.47075670857837, Το λύει και το δένει ήταν έτσι οι Χιώτες στη Σύρα
41251,Ήβγε του θεριστή τ' όνομα άρα θερίση άρα μη σκίση,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/202311,"Καραπάτη, Ειρήνη",Νάξος,37.06001045,25.47075670857837, Ήβγε του θεριστή το όνομα άρα θερίσει άρα μη σκίσει
17428,Χίλια λόια έναν άσπρο,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/210047,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Χίλια λόγια έναν άσπρο
17124,Τέθοια βούδια τρών οι λύκοι,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188716,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837,
17334,Του μεγάλου το λάθος είναι βαρύ,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229875,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Του μεγάλου το λάθος είναι βαριά
16772,Ποιός στραβός δε θέλει το φώς,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/163845,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Ποιός στραβός δεν θέλει το φως
15762,"Κάποιον επαντρέβγασι, λες και ξέρει το και κείνος","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/263571,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Here is the translation:


Κάποιον επαντρέβγασι, λες και ξέρει το και κείνος becomes Κάποιον επαντρέβγασι, λες και ξέρει το και κείνος."
14928,Αν έχη ψιμοβροχές,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188555,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Αν έχω ψιμοβραχείς
15332,Εκοιμήθην ο σκαθιάς κι είδε σκατένιον όνειρο,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/210112,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Έκοιμήθην ο σκαθιάς κι είδε σκατένιον όνειρο
15633,Θα σου βγάλω τα νύχια σου,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/287547,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Θα σου πω τα νύχια σου
118849,Ούτε ο βρόθεος δεν γυρίζει τώρα τον έμυαλο,Νάξος,http://hdl.handle.net/20.500.11853/284432,"Χρηστοβασίλης, Χρ.",Νάξος,37.06001045,25.47075670857837, Ούτε ο βροχέος δεν γυρίζει τώρα το έμβυало
19083,"Τ' 'αη Γιωργιού ύφαινενε μια το πανάκι ντου και ήλεενε: άη Γιώργη μου, φαίνε μου το πανάκι. Λέει να σής (σείης) τα χέρια σου και τα ποδάρια σου να φαίνεται το πανάκι σου","Νάξος, Κωμιακή",http://hdl.handle.net/20.500.11853/143282,"Ήμελλος, Στέφανος Δ.",Νάξος,37.06001045,25.47075670857837," Του αη Γιωργιού ύφαινε μια το πανάκι του και έλεγε: άη Γιώργη μου, φαίνε μου το πανάκι. Λέει να δείξεις τα χέρια σου και τα ποδάρια σου να φαίνεται το πανάκι σου"
19036,Όποιος 'ς το κόσμο δε γλεντά και το κρασί δεν πίνει άθρωπος δε λογίζεται όσο χρονώ κι α γίνη,"Νάξος, Κόρωνος",http://hdl.handle.net/20.500.11853/274533,"Ήμελλος, Στέφανος Δ.",Νάξος,37.06001045,25.47075670857837, Όποιος 'ς το κόσμο δε γλεντά και το κρασί δεν πίνει άθρωπος δε λογίζεται όσο χρονώ κι α γίνη becomes Όποιος 'ς το κόσμο δεν γλεντά και το κρασί δεν πίνει άνθρωπος δεν λογίζεται όσο χρονώ και α γίνη.
15679,"('Ια) πως θα φά' ένας άθρωπος μια σκατουλα, πρέπει να τη φάη κι ο άλλος;","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/245593,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," ('Ια) πως θα φάει ένας άνθρωπος μια σκατούλα, πρέπει να τη φάει και ο άλλος;"
45693,Η Σάρα και η Μάρα και μια στραβή σομάρα,"Νάξος, Γαλανάδες",http://hdl.handle.net/20.500.11853/263681,"Κορακίτης, Δ.",Νάξος,37.06001045,25.47075670857837, Η Σάρα και η Μάρα και μια στραβή σομάρα becomes Η Σάρα και η Μάρα και μια στραβή σομάρα
41301,Σαν δεν ήξερες να κάνης μακαρόνια τι τον έπαιρνες τον άντρα δίχως δόντια,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/288834,"Καραπάτη, Ειρήνη",Νάξος,37.06001045,25.47075670857837," Here is the translation of the sentence to standard Greek:

  
  Αν δεν έκανες μακαρόνια, τι έπαιρνες τον άντρα δίχως δόντια;
  
  "
16052,Μόνου ο Θεός είν' αλάθευτος,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188369,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Μονός ο Θεός είναι αληθινός
16079,"Να 'δα η γρϊά, πού δεν είχε δόδια 'ιά το μέλι","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/189018,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Να δα η γραιά, πού δεν είχε δόσια για το μέλι"
16138,Νοικοκιουρεύγει τη στάχτη και πετά τ' αλεύρι,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/230017,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Νοιχούρεγε τη στάχτη και πετάει το αλεύρι
14922,Αμπασαδούρου κεφαλή ποτέ κομμό δεν έχει,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/142920,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Αμπασαδούρου κεφαλή ποτέ κομμός δεν έχει
41287,"Όπουβρω τ' ανεβάτζο μου, εκείν' τα γονικά μου","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/147890,"Καραπάτη, Ειρήνη",Νάξος,37.06001045,25.47075670857837," Όπου βρώ το ανεβάτζο μου, εκείνα τα γονικά μου"
14881,Ακλουθά μου ο πίθος κι ο ροός και φαίνομαι καματερός,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188506,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Ακολουθεί μου ο πίθος και ο ροός και φαίνεται καματερός
16246,Ο καλόερος κοιμάται κι ο Βρϊός του μαερεύγει,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/209867,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Ο καλόηρος κοιμάται και ο Βρυός του μαγειρεύει
14795,Άλλος α' τη Χιό,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188066,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Άλλος έχει τη Χιο.
14856,"Άσπροι σκύλοι, μαύροι σκύλοι, όλοι οι σκύλοι μια ενιά","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188090,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837,<|start_header_id|>assistant
108015,Από κολοκύθι είσαι,"Νάξος, Σκαδό",http://hdl.handle.net/20.500.11853/200220,"Σιγάλας, Α.",Νάξος,37.06001045,25.47075670857837, Από κολοκυθά είσαι
15266,Έχει ο καιρός γυρίσματα κι΄ο μήνας εβδομάδες,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229407,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Έχει ο καιρός στροφές και ο μήνας εβδομάδες
108031,Εφτό σύρνεται,"Νάξος, Φιλώτι",http://hdl.handle.net/20.500.11853/263716,"Σιγάλας, Α.",Νάξος,37.06001045,25.47075670857837, Εφτά συνδέεται
17348,Τρέχα ΄ύρευγε και καιρό μη χάνης,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/188951,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Τρέχα Ύρευγε και καιρό μην χάνεις
17399,Των απεθαμένων οι παραγγελιές και τω ζωντανώ τα θελήματα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/263563,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Των πεθαμένων οι παραγγελίες και του ζωντανώ τα θελήματα
15110,Για πείσμα του ειτονου μου θα κόψω ώ τα ρχ ... μου,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/263528,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Για πίσμα του εντύπον μου θα κόψω ως τα ρούχα μου
15877,"Κι' ετουτον είναι, να περάση θέλει","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/245440,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Και τούτον είναι, να περάσει θέλει"
15180,Δεν ήξερει τα τρία κακά τση μοίρας του,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229916,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Δεν ήξερε τα τρία κακά της μοίρας του
16471,"Όποιος δεν έχει καλό νου, έχει καλά ποδάρια","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/230030,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Όποιος δεν έχει καλό νου, έχει καλά πόδια"
16200,"Ο ζαβός δε φορεί κουδούνια, μόν' α' τα καμώματα γνωρίζεται","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/229982,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Ο ζαβός δεν φορεί κουδούνια, μόνος αυτός τα καμώματα γνωρίζει"
15189,"Δεν ηξέρω 'ω ζευγάρι ξεζευγάρι, τρεις φορώ στο κάθα μου ποδάρι","Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/230076,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837," Δεν ηξέρω ω ζευγάρι ξεζευγάρι, τρεις φορές στο κάθα μου ποδάρι"
14738,Α σου δώσω καμμιά θα δης τον νήλι ανάσκελα,"Νάξος, Απείρανθος",http://hdl.handle.net/20.500.11853/142940,"Ζευγώλη – Γλέζου, Διαλεχτή",Νάξος,37.06001045,25.47075670857837, Α σου δώσω καμιά θα δείς τον νήλι ανάσκελα
18928,Βλέπε μάννα κ' έπαιρνε παιδί βλέπε γούγια και κόβε παννί,"Νάξος, Άγιοι Απόστολοι",http://hdl.handle.net/20.500.11853/143291,"Ήμελλος, Στέφανος Δ.",Νάξος,37.06001045,25.47075670857837, Βλέπε μάνα κ' έπαιρνε παιδί βλέπε γούγια και κόβει παννί
