,text,place,uri,collector,area,lat,lon,llama-8b
101946,Τ' βάλαν πετροκόρχο,Σκύρος,http://hdl.handle.net/20.500.11853/247653,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,They throw stones at the peacock. (meaning: They criticize someone who is
101338,"Λί'α κάρβ'να, λί' η πορά",Σκύρος,http://hdl.handle.net/20.500.11853/237757,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"A little charcoal, a little path<|eot_id|>"
100975,"Δεν είμαι γ'λιάρζης, μόνου παρεπονιάρζης",Σκύρος,http://hdl.handle.net/20.500.11853/247601,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"I am not a farmer, but a poor man. (Lit. I am"
101092,Έτον μικρά η προπηδιά!,Σκύρος,http://hdl.handle.net/20.500.11853/237638,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,A little rope is enough to catch a mouse.
101138,Εύρε Φίλ'ππας το Ναθαναήλ,Σκύρος,http://hdl.handle.net/20.500.11853/195368,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Find Nathanael, a friend of Philip. (John 1:45"
101987,"Τα πάχη μου εν' τ' ακάλλη μου, έναι τσ' η γιεμορφιά μου",Σκύρος,http://hdl.handle.net/20.500.11853/247619,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"My shoulders are my wrinkles, they are the beauty of my face. (Translation"
101526,Ο γέρος δέρνεται τσ' η γρζά ξεροχτενίζεται,Σκύρος,http://hdl.handle.net/20.500.11853/195517,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"The old man gets beaten, but the dry land is scorched. (English"
101461,Μπήτσ' ο δαίμονας μέσα του,Σκύρος,http://hdl.handle.net/20.500.11853/195535,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The devil is inside him. (Literally: The devil has entered inside him
100743,Αλλού τ' όνειρο τσ' αλλού το θάμα!,Σκύρος,http://hdl.handle.net/20.500.11853/195120,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Nowhere is the dream, nowhere the view. (Translation of the Greek proverb"
101282,Καρδιά καθαρά τσαί πάτα πα στ'ν  Άγια Τράπεζα!,Σκύρος,http://hdl.handle.net/20.500.11853/237290,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"A clear conscience is the best alibi. (Literally: ""A clean"
101669,"Οι μαύρες έχ'νε ρζιζικό τσ' οι ακαμάτρζιες Μέρα τσαί οι καμένοι οι γιώμορφες ούτ' εύραν, ούτε πέρα",Σκύρος,http://hdl.handle.net/20.500.11853/195062,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The dark ones have a root of their deficiencies. The fair ones are not seen
102047,Το άδ'κο ούκ ευλογείται,Σκύρος,http://hdl.handle.net/20.500.11853/195033,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The one who does nothing is not blessed.
102175,Τσείνα πούξερες να τα ξεχάσεις,Σκύρος,http://hdl.handle.net/20.500.11853/237740,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,If you had a mind to forget them<|eot_id|>
100903,Γίνη σκνίπα στο μεθύσι,Σκύρος,http://hdl.handle.net/20.500.11853/237619,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"When drunk, cut the thorn.  (When you're drunk, cut"
101560,Ο μισητής κλαρ΄νόμος,Σκύρος,http://hdl.handle.net/20.500.11853/237640,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The bitter law<|eot_id|>
101119,"Εέθελές τα, κώλο μ' τσ' εύρες τα, Μέρα μου!",Σκύρος,http://hdl.handle.net/20.500.11853/195686,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,You found your own faults.  My day is ruined! (Literally:
100661,"Άγωρα δαμάσκηνα τσαι πικρές ελιές, τα κρυφομιλήματα δεν είν' καλές δουλειές",Σκύρος,http://hdl.handle.net/20.500.11853/237468,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Bitter grapes are not good work, and hidden conversations are not good work."
100820,"Αρωτουν τσαί τον Οβρζό, πότε κάνει Χ'στος ανέστη",Σκύρος,http://hdl.handle.net/20.500.11853/247727,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"When the ox roars, everyone asks when the dog will bark. (Translation"
101770,Πίστα έχει η αχλάδα τη νορά!,Σκύρος,http://hdl.handle.net/20.500.11853/214466,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,A walnut has a good reputation. (or A walnut has a good name.)
101327,Κουρκούτιατσ' ο μυαλές του!,Σκύρος,http://hdl.handle.net/20.500.11853/237440,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The mind is in Constantinople. (Constantinople is the old name of
100763,"Αν είσαι τσαί παπάς, με τ'ν αράδα σου θα πας",Σκύρος,http://hdl.handle.net/20.500.11853/195213,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"If you're a priest, with your mitre you'll go<|e"
101523,"Ο Βασίλης με τα λόγια, χτίζ' ανώγια τσαι κατώγια",Σκύρος,http://hdl.handle.net/20.500.11853/214381,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Vasilis builds high and low with his words. (English translation of the
101817,Σ' αυτ'νου τα στσ'νια μη ξαπλώνεσαι,Σκύρος,http://hdl.handle.net/20.500.11853/247769,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Don't stretch out on the very bed where you sleep. (Proverb from
102065,Το κάψ' μάδ' του το θέλ' βρεμένο,Σκύρος,http://hdl.handle.net/20.500.11853/195351,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,I want a fire that I can hold in my hand. (lit. I
101272,Καλόμαθ' η γρζά στα σύκα – τσ' ούλ' μέρα τ' ανεζήτα,Σκύρος,http://hdl.handle.net/20.500.11853/195514,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,A good apple spoils the pears - but who has not tried them yet
101967,Τα δ' κα μ' βάσανα μ' δε π' λί στα βράχια!,Σκύρος,http://hdl.handle.net/20.500.11853/247698,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The stones themselves did not break me. (The stones themselves did not cause me
100991,"Δω σε θέλου κάβ'ρα, να π'δάς στα κάρβ'να!",Σκύρος,http://hdl.handle.net/20.500.11853/214452,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Where there is a will, there is a way. (Greek proverb)"
101411,Μέ τόν αγέρα ζει,Σκύρος,http://hdl.handle.net/20.500.11853/195037,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The wild lives in the wild. (English translation of the given proverb) or
101101,Έχατσε τ' αυγά τσαί τα καλάθια,Σκύρος,http://hdl.handle.net/20.500.11853/195269,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,He has lost the eggs in the baskets. (Lit. He has lost the
101663,Ότ' βγήτσ' απ' τ' αυγό!Δεν έφτατσε να βγεί απ' τ' αυγό!,Σκύρος,http://hdl.handle.net/20.500.11853/195268,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,It is not possible to emerge from the egg.  (It is not possible
101823,Σ' έχου δα β'λή τσ' αρώτ'μα,Σκύρος,http://hdl.handle.net/20.500.11853/247724,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The second part of the bread is better than the first. (The second chance
101485,"Να σε πατήσου, να βγουν τα σκατά απ' το στόμα σου!",Σκύρος,http://hdl.handle.net/20.500.11853/247764,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"If you get hit, your bad words will come out of your mouth. ("
100715,Άφτρες έχει,Σκύρος,http://hdl.handle.net/20.500.11853/195298,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"The given proverb translates to English as: ""He has no hands"".<|"
101704,"Ούτε κρζώμα μ' κάνει, ούτε ζέστη",Σκύρος,http://hdl.handle.net/20.500.11853/237467,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Neither cold nor heat<|eot_id|>
101155,"Η γιαυγή θελά το δείξει, - τίνος, μάνα θελά λείψει",Σκύρος,http://hdl.handle.net/20.500.11853/195265,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"The dawn wants to show it, - of whose, mother wants to be missed"
101190,Θα πιάσ' τσ' ο στσύλες μας λα'ό!,Σκύρος,http://hdl.handle.net/20.500.11853/237483,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,They'll catch us by the tail! (a Greek proverb) -  The
100690,Άμ' αλλάσει ο γέρο – γάδαρος περπατ' σά;,Σκύρος,http://hdl.handle.net/20.500.11853/195100,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The old donkey does not change – the bold one walks freely. (The
101341,Λόγια τσαι ξεράσματα,Σκύρος,http://hdl.handle.net/20.500.11853/214375,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Words are idle chit-chat<|eot_id|>
102171,Τσαινόργιο κοστσ'νάτσι μου τσαι που να σε κρεμάσου; τσαι δάρε που μ' πάλιωτσες τσαι που να σε πετάξου;,Σκύρος,http://hdl.handle.net/20.500.11853/237291,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,It costs me nothing to hang you where you are; it costs me nothing to
101664,"Ότ' γράφει, δε ξεγράφει",Σκύρος,http://hdl.handle.net/20.500.11853/195513,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"If you write, don't erase.  If you write, don't erase"
101234,"Κάλλιο θέρζιζε τσαί δένε, πέρζι δένε τσαί κουβάλειε",Σκύρος,http://hdl.handle.net/20.500.11853/195709,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,It is better to pluck a thorn before it pricks. (Liter
101992,"Τα φτιά μας κόβανε, σκολαρίτσα γερεύγαμε",Σκύρος,http://hdl.handle.net/20.500.11853/195525,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"We were eating our bread in small pieces, we were eating the cheese in large"
101596,"Όγιος δε νογά να γδάρζει, χάνει κρζάς τσαί το τομάρζι",Σκύρος,http://hdl.handle.net/20.500.11853/195418,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"A calm man can't defend himself, he loses his harvest and his cattle."
101766,Πήε τσ' η γρζά στ' άλας,Σκύρος,http://hdl.handle.net/20.500.11853/195518,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Take it to the salt and the water will come. (meaning: take a
101728,"Παναθεμα π' δούλεψε τα τρία τα Σαββάτα, το Κρζατ'νό, Τερ'νό τσαί τ' Αη – Θοδώρου",Σκύρος,http://hdl.handle.net/20.500.11853/247732,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"The three Sabbaths, the Krasnoarmeiski, Terney and"
101975,Τα κακά της τσ' λιάς το κρασί τα βγάνει,Σκύρος,http://hdl.handle.net/20.500.11853/237455,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The bad things of the barrel come out in the wine. (A bad thing
101205,"Θες, δε θες, γάϊδαρε, πιε νερό",Σκύρος,http://hdl.handle.net/20.500.11853/214464,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"You want it, you don't want it, don't care, drink water"
101302,"Κατσή δωρζά, - κατζή πετρζα!",Σκύρος,http://hdl.handle.net/20.500.11853/195730,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"A cat gives, a cat takes. <|eot_id|>"
101050,"Έναι δα, μαμ! Τσαι νάνι",Σκύρος,http://hdl.handle.net/20.500.11853/214397,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"It's okay, mom! Don't worry. (A Greek proverb that means"
101712,Πάει φιρί φιρί να πνιγεί,Σκύρος,http://hdl.handle.net/20.500.11853/214446,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,It goes splash splash to drown. (It is going to end badly) or
100957,Δε νογά να δέσει το βρατσί του,Σκύρος,http://hdl.handle.net/20.500.11853/237692,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,You can't tie a dog's leg. (meaning that you can't tame
101443,"Μόνε δίψα η γιαυλή σου, όξου νερό μή χύνεις",Σκύρος,http://hdl.handle.net/20.500.11853/195579,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Don't waste the water of your own well. (lit. only thirst of
100703,"Άρες μάρες, κουκουνάρες – τσαί σωρέ παλαβομάρες",Σκύρος,http://hdl.handle.net/20.500.11853/195214,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Rats and mice, cucumbers – shut up with your nonsense talk."
101936,Τ' άσπρα κατεβάζουν τ' άστρα!,Σκύρος,http://hdl.handle.net/20.500.11853/195256,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,They are bringing down the stars themselves!<|eot_id|>
101650,"Όπου τσυν' γα δυό λαγούς, χάνει τσαί τον ένα νάνει τσαί τον άλλε",Σκύρος,http://hdl.handle.net/20.500.11853/195609,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Where there are two dogs, one will lose his tail and the other will lose"
101084,Έρθαν τ΄άγρζα να βγάλ΄νε τα ήμερα,Σκύρος,http://hdl.handle.net/20.500.11853/195654,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,They came to reap the days. (A person comes to reap the benefits of
100785,Απάν' τσαί ξαπάνου!,Σκύρος,http://hdl.handle.net/20.500.11853/195649,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Out of the frying pan into the fire!<|eot_id|>
101267,"Καλ'μέρα, γέρο! Κ'τσά σπέρνου!",Σκύρος,http://hdl.handle.net/20.500.11853/247546,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Good day, old man! And don't sow! (meaning: Don't"
101811,Πώς πάν οι στραβοί στον Άδη; Ο ένας με τον άλλε,Σκύρος,http://hdl.handle.net/20.500.11853/195031,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,How do all the cripples go to Hades? One by one<|
101908,Στο γάμο σ' βαφτίσια,Σκύρος,http://hdl.handle.net/20.500.11853/195314,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"At the wedding, a baptism. This proverb means that in a family where the"
101410,Μέ τό αζ΄ μίωτο,Σκύρος,http://hdl.handle.net/20.500.11853/195039,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,I speak little with the 70. (i.e. I speak little but
101530,Ο δαίμονας έχ' πολλά ποδάρζα!,Σκύρος,http://hdl.handle.net/20.500.11853/195548,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The devil has many feet. (The devil has many ways to get what he
101580,"Ό,τι κάν' η κορεμένη στο πασσάλειμμα τα δίνει",Σκύρος,http://hdl.handle.net/20.500.11853/247606,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Whatever a drunken woman puts in her apron, she gives away. (The"
101343,"Λούζεις με, χτενίζεις με, ξέρω ποιά εν' η μάννα μου!",Σκύρος,http://hdl.handle.net/20.500.11853/214410,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"You fool me, you comb me, I know which mother you are. ("
102132,Του φταίν ως τσαί τα ρούχα του!,Σκύρος,http://hdl.handle.net/20.500.11853/237835,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The clothes make the man. or The clothes make the person. or A person
101238,"Κάλλιο να σ' βγει το μάτι, πέρζι τ' όνομα",Σκύρος,http://hdl.handle.net/20.500.11853/214426,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"It is better for your eye to go out, than to have your name blasph"
102145,Τούτο πάρτ' σου τσαί τσείνο μερδ'κό σου,Σκύρος,http://hdl.handle.net/20.500.11853/237610,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"This is your own, take it and give your mother a kiss. (Greek"
100880,Γάλα μυρίζει ο στόμας του,Σκύρος,http://hdl.handle.net/20.500.11853/195401,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Milk smells the mouth of the one who drinks it. (The one who
100772,Αξίζ' ένα βασίλειο,Σκύρος,http://hdl.handle.net/20.500.11853/195304,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,It is worth a kingdom<|eot_id|>
101192,Θα σε κάνου να σε κόψει γιαίμα,Σκύρος,http://hdl.handle.net/20.500.11853/195046,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,They will make you bleed to death. (They will make you suffer so much
100665,"Άη-Νικόλα, βοήθα με!",Σκύρος,http://hdl.handle.net/20.500.11853/195004,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Help me, old Nick! (Old Nick is a common name for Satan)"
101875,"Σένα τα λέου πεθερά, για να τ' ακούει η νύφη",Σκύρος,http://hdl.handle.net/20.500.11853/237494,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Your mother-in-law is telling you something, so that your daughter-in-law can"
100671,Άθρωπος για πνίξ' μο,Σκύρος,http://hdl.handle.net/20.500.11853/195172,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Man for a pinch of salt. (A man for a small price.)<
101651,Όπους με 'λέπ' ς τσαί σε λέπου,Σκύρος,http://hdl.handle.net/20.500.11853/195335,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"The one who knows how to speak, speaks. (Greek proverb)  ("
100873,Βούρλα μ' δόνεις; Ψάθες σ' πλέκου,Σκύρος,http://hdl.handle.net/20.500.11853/195344,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,You can't get a handful of sand from a waterless river. (Translation
102207,Χίλιοι στ' άσπρο!,Σκύρος,http://hdl.handle.net/20.500.11853/195257,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"A thousand to the white! (or ""A thousand to the clear!"")<"
101144,"Ευτσή γονιού αγόραζε, τσαί στο β΄νό περπάτειε",Σκύρος,http://hdl.handle.net/20.500.11853/195657,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"A good mother buys, a bad one walks<|eot_id|>"
101896,Στ' ν άκρα τ' κόσμου,Σκύρος,http://hdl.handle.net/20.500.11853/195072,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,At the ends of the world<|eot_id|>
100817,Αρχίν'τσε απ' το άλφα,Σκύρος,http://hdl.handle.net/20.500.11853/195124,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,You have to start from the beginning. (Greek proverb) <|eot
100708,Άρπαξε τ' γάτ' απ' τα νύχια,Σκύρος,http://hdl.handle.net/20.500.11853/195241,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Seize the cat by the tail. (idiomatic expression) to take a
101604,"Όγοιος έβαλε το λάδι, να βάλ' τσαι το κλήμα!",Σκύρος,http://hdl.handle.net/20.500.11853/237485,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"He who put the oil, let him put the vinegar too! (He who"
100862,Βγάλ' το σβέρκο σου!,Σκύρος,http://hdl.handle.net/20.500.11853/247746,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Get off your high horse!<|eot_id|>
101247,Κάνε το καλό τσαι ρζίξ' το στο γιαλό,Σκύρος,http://hdl.handle.net/20.500.11853/237338,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Do good, even if it gets you nothing in return. (Literally:"
101027,"Έλειπε τσ' ας λείπει, ως λείπ' τ' καλογέρου",Σκύρος,http://hdl.handle.net/20.500.11853/237500,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"He who is absent should be forgotten, as the calender is forgotten."
101110,Έχει του γρουνιού το νο!,Σκύρος,http://hdl.handle.net/20.500.11853/237704,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,It is the stomach that knows the food. or The stomach is the best judge
101567,Ο πνιγμένος απ' τα μαλλιά τ' πιάνεται,Σκύρος,http://hdl.handle.net/20.500.11853/214459,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The man who is drowning in his own hair grabs for it. (A man
101093,Έτονε δα τσ' η κ' τσή Μαρζά,Σκύρος,http://hdl.handle.net/20.500.11853/237581,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Don't count the chickens before they hatch. (Do not count on something before
102142,"Τούτες πάει, δ'λίνιατσε!",Σκύρος,http://hdl.handle.net/20.500.11853/195556,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,All is well that ends well. (English proverb) or Everything will be all
101057,Ένας κούκος δέ φέρνει τ' ν άνοιξι,Σκύρος,http://hdl.handle.net/20.500.11853/195633,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,One swallow does not make spring. <|eot_id|>
101618,"Όγοιος περπατά, μυρίζει τσ΄όγοιος κάθεται, βρωμά",Σκύρος,http://hdl.handle.net/20.500.11853/237284,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"He who walks, smells; he who sits, stinks. <|e"
101015,Έδα τσ' έπαθα,Σκύρος,http://hdl.handle.net/20.500.11853/237789,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,I have lost my way. (Lit. I have an egg on me.)
101910,Στο τσεφάλ' μου τσ' ακόμα παραπάνω!,Σκύρος,http://hdl.handle.net/20.500.11853/214334,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"On my head, it's even more! (meaning: I still have more"
101085,Έρθε δα πα στ΄ν ακμή πούθελα φύ΄ου,Σκύρος,http://hdl.handle.net/20.500.11853/195063,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"When I wanted to grow, you came to my prime. (Proverb)"
101120,Εθελές τα τσ' επαθές τα!,Σκύρος,http://hdl.handle.net/20.500.11853/237282,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,You want to keep the relationships in good shape!<|eot_id|>
100932,Δάρ' τσ' από πίστα!,Σκύρος,http://hdl.handle.net/20.500.11853/214469,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"From the track! (meaning ""from the start"", ""from the beginning"")"
100865,Βγήτσε ασπροπρόσωπος!,Σκύρος,http://hdl.handle.net/20.500.11853/195258,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Speak out of turn! or Speak out of turn, barefaced! ("
102098,Το φίδι 'λέπ' ς τσαί το σερμό τ' γερεύεις;,Σκύρος,http://hdl.handle.net/20.500.11853/195329,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The snake is being cuddled by the goat.
101544,Ο καλός καραβοτσύρης στ'ν ανεμοζάλη φαίνεται,Σκύρος,http://hdl.handle.net/20.500.11853/195160,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The good sailor is seen in a storm. (A good sailor is known in
101701,"Ούτ' αλάτ' βάνου, ούτε π΄περζι",Σκύρος,http://hdl.handle.net/20.500.11853/195084,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Neither the wind nor the frost can wither the rose. (The rose is
101920,Στσεύρωσαν τα κοκκαλάτσα μου,Σκύρος,http://hdl.handle.net/20.500.11853/214360,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,They've tied my socks together. (meaning: They've got me in a
101269,Καλό κ'μάσι έναι!,Σκύρος,http://hdl.handle.net/20.500.11853/237437,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,A good day's work is its own pay. or A good day's work
102223,"Ως τ' Άη-Γιαννιού, τρζυγώνα, εν η φούρζα του χειμώνα",Σκύρος,http://hdl.handle.net/20.500.11853/195000,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"As at St. John's, three days before Christmas, in the midst of"
100651,"Ά'οστε τροπηοφόρε, - νάσουν δυό βολές το χρόνε !",Σκύρος,http://hdl.handle.net/20.500.11853/195276,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"He who carries a load, will not be able to run two races at the"
100737,Αλαφροζ'γιάζει,Σκύρος,http://hdl.handle.net/20.500.11853/195085,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,It is not worth crying over spilt milk. (A milk spill is an
101958,Τ' τρωγόταν ο κώλος του,Σκύρος,http://hdl.handle.net/20.500.11853/237478,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The apple doesn't fall far from the tree. (The apple doesn't fall
102121,Του μωρού η τσ'λιά δισάτσι τσαι λωλός που τη γιμόζει,Σκύρος,http://hdl.handle.net/20.500.11853/214357,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"To the baby, the spoon is in two parts, the one that is in"
100838,Β'ζαίνει το δαχτ'λάτσ' του,Σκύρος,http://hdl.handle.net/20.500.11853/195553,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,The axe is not afraid of its own shadow. (The axe is not afraid
100851,Βάσταξε δα απ' το Μάη ως τα τσεράσα,Σκύρος,http://hdl.handle.net/20.500.11853/195197,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"The translation to English of the given proverb is:

From May until the Cherries"
101508,"Ξέρ'ς να κλέβ'ς; Σα δε ξέ'ρς να κρούβ'ς, παράτα τα!",Σκύρος,http://hdl.handle.net/20.500.11853/214348,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"If you know how to steal, but don't know how to fight, then"
102099,"Το ψωμί τρώ΄εται καλύτερα με το μέλι, πέρζι με το ξίδι",Σκύρος,http://hdl.handle.net/20.500.11853/237630,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"Bread is best eaten with honey, not with vinegar.  (English translation"
101448,Μόνος τ' έβγαλε τα μάτια του!,Σκύρος,http://hdl.handle.net/20.500.11853/237603,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,He was the only one who pulled out his eyes. (English translation of the
100844,Βάλτ' τα να τ' αρμπέξομε,Σκύρος,http://hdl.handle.net/20.500.11853/195235,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,Let's take it by force. (Greek proverb)  <|eot
101686,Ούλ' γελούσανε με μένα τσ' έσκαζα τσαί γώ στα γέλια,Σκύρος,http://hdl.handle.net/20.500.11853/195431,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"They were laughing at me when I was leaving, but I was laughing too."
100963,Δέν είν' ακόμα μ'δέ στό άλφα,Σκύρος,http://hdl.handle.net/20.500.11853/195126,"Περδίκα, Νίκη Λ.",Σκύρος,38.87304355,24.524477385184014,"It's not yet in Alpha. (Greek proverb, meaning ""It's not"
